season,date,home_team,away_team,home_score,away_score,result,odds_1,odds_x,odds_2
2023-2024,2024-02-08,Mezőkövesd Zsóry FC,Paksi FC,0.0,1.0,A,3.54,3.73,1.89
2023-2024,2024-02-07,Puskás Akadémia FC,Zalaegerszegi TE FC,0.0,1.0,A,1.59,3.98,5.1
2023-2024,2024-02-07,Kisvárda FC,Fehérvár FC,1.0,2.0,A,2.13,3.46,3.16
2023-2024,2024-02-06,Ferencvárosi TC,MTK Budapest,5.0,1.0,H,1.31,5.08,8.53
2023-2024,2024-02-06,Újpest FC,Debreceni VSC,1.0,2.0,A,2.86,3.17,2.44
2023-2024,2024-02-04,Paksi FC,Puskás Akadémia FC,2.0,1.0,H,1.91,3.51,3.78
2023-2024,2024-02-04,Mezőkövesd Zsóry FC,Kecskeméti TE,0.0,3.0,A,2.4,3.43,2.74
2023-2024,2024-02-03,Debreceni VSC,Diósgyőri VTK,2.0,2.0,D,1.87,3.54,3.9
2023-2024,2024-02-03,Kisvárda FC,Ferencvárosi TC,1.0,3.0,A,6.08,4.13,1.5
2023-2024,2024-02-03,Zalaegerszegi TE FC,Fehérvár FC,3.0,1.0,H,2.17,3.6,2.96
2023-2024,2024-02-02,MTK Budapest,Újpest FC,3.0,0.0,H,2.12,3.45,3.2
2023-2024,2023-12-17,Puskás Akadémia FC,Mezőkövesd Zsóry FC,0.0,0.0,D,1.52,4.06,6.05
2023-2024,2023-12-17,Ferencvárosi TC,Zalaegerszegi TE FC,3.0,0.0,H,1.3,5.31,8.99
2023-2024,2023-12-17,Kecskeméti TE,Debreceni VSC,1.0,1.0,D,3.22,3.05,2.33
2023-2024,2023-12-16,Diósgyőri VTK,MTK Budapest,3.0,3.0,D,1.97,3.65,3.49
2023-2024,2023-12-16,Kisvárda FC,Újpest FC,4.0,0.0,H,2.56,3.19,2.74
2023-2024,2023-12-16,Fehérvár FC,Paksi FC,3.0,0.0,H,2.76,3.86,2.24
2023-2024,2023-12-10,Paksi FC,Ferencvárosi TC,3.0,2.0,H,3.86,3.57,1.88
2023-2024,2023-12-10,Mezőkövesd Zsóry FC,Fehérvár FC,0.0,2.0,A,3.0,3.4,2.27
2023-2024,2023-12-10,Kisvárda FC,Diósgyőri VTK,1.0,2.0,A,2.56,3.4,2.59
2023-2024,2023-12-09,Zalaegerszegi TE FC,Újpest FC,1.0,1.0,D,2.59,3.4,2.57
2023-2024,2023-12-09,MTK Budapest,Debreceni VSC,2.0,1.0,H,3.15,3.29,2.24
2023-2024,2023-12-08,Puskás Akadémia FC,Kecskeméti TE,3.0,0.0,H,1.65,3.83,4.98
2023-2024,2023-12-06,Mezőkövesd Zsóry FC,Ferencvárosi TC,0.0,2.0,A,7.83,4.8,1.36
2023-2024,2023-12-03,Ferencvárosi TC,Mezőkövesd Zsóry FC,0.0,0.0,D,1.23,5.89,11.16
2023-2024,2023-12-03,Diósgyőri VTK,Zalaegerszegi TE FC,0.0,3.0,A,1.82,3.8,3.94
2023-2024,2023-12-03,Újpest FC,Paksi FC,1.0,2.0,A,2.8,3.54,2.35
2023-2024,2023-12-02,Kisvárda FC,Debreceni VSC,0.0,0.0,D,3.58,3.23,2.09
2023-2024,2023-12-02,Fehérvár FC,Puskás Akadémia FC,3.0,1.0,H,3.25,3.5,2.11
2023-2024,2023-12-02,Kecskeméti TE,MTK Budapest,1.0,2.0,A,1.98,3.49,3.61
2023-2024,2023-11-26,Fehérvár FC,Kecskeméti TE,3.0,3.0,D,2.24,3.36,3.08
2023-2024,2023-11-26,Puskás Akadémia FC,Ferencvárosi TC,1.0,1.0,D,3.81,3.55,1.91
2023-2024,2023-11-25,Mezőkövesd Zsóry FC,Újpest FC,4.0,0.0,H,3.21,3.47,2.14
2023-2024,2023-11-25,Zalaegerszegi TE FC,Debreceni VSC,1.0,2.0,A,3.4,3.6,2.04
2023-2024,2023-11-25,Kisvárda FC,MTK Budapest,3.0,1.0,H,2.32,3.39,2.97
2023-2024,2023-11-24,Paksi FC,Diósgyőri VTK,4.0,1.0,H,1.78,3.84,4.16
2023-2024,2023-11-12,Debreceni VSC,Paksi FC,1.0,0.0,H,2.19,3.54,3.06
2023-2024,2023-11-12,Ferencvárosi TC,Fehérvár FC,0.0,1.0,A,1.34,5.13,7.87
2023-2024,2023-11-12,Kisvárda FC,Kecskeméti TE,1.0,2.0,A,2.68,3.33,2.55
2023-2024,2023-11-11,Újpest FC,Puskás Akadémia FC,1.0,2.0,A,2.56,3.44,2.62
2023-2024,2023-11-11,Diósgyőri VTK,Mezőkövesd Zsóry FC,2.0,0.0,H,1.58,4.18,5.15
2023-2024,2023-11-10,MTK Budapest,Zalaegerszegi TE FC,2.0,0.0,H,2.22,3.52,3.02
2023-2024,2023-11-05,Paksi FC,MTK Budapest,0.0,0.0,D,1.6,4.27,4.82
2023-2024,2023-11-05,Kecskeméti TE,Ferencvárosi TC,2.0,1.0,H,4.9,4.19,1.6
2023-2024,2023-11-05,Kisvárda FC,Zalaegerszegi TE FC,0.0,1.0,A,2.13,3.5,3.21
2023-2024,2023-11-04,Fehérvár FC,Újpest FC,2.0,1.0,H,2.47,3.67,2.57
2023-2024,2023-11-04,Puskás Akadémia FC,Diósgyőri VTK,0.0,0.0,D,1.74,3.9,4.31
2023-2024,2023-11-04,Mezőkövesd Zsóry FC,Debreceni VSC,2.0,1.0,H,4.46,3.96,1.7
2023-2024,2023-10-29,Ferencvárosi TC,Újpest FC,3.0,0.0,H,1.42,5.14,5.81
2023-2024,2023-10-29,Paksi FC,Kisvárda FC,3.0,1.0,H,1.61,3.92,5.08
2023-2024,2023-10-29,Mezőkövesd Zsóry FC,MTK Budapest,1.0,0.0,H,3.24,3.42,2.11
2023-2024,2023-10-28,Puskás Akadémia FC,Debreceni VSC,1.0,1.0,D,2.06,3.4,3.37
2023-2024,2023-10-28,Fehérvár FC,Diósgyőri VTK,4.0,0.0,H,2.38,3.56,2.71
2023-2024,2023-10-28,Kecskeméti TE,Zalaegerszegi TE FC,3.0,1.0,H,1.9,3.5,3.85
2023-2024,2023-10-22,Diósgyőri VTK,Ferencvárosi TC,1.0,2.0,A,5.44,4.43,1.52
2023-2024,2023-10-22,Debreceni VSC,Fehérvár FC,3.0,1.0,H,1.73,3.78,4.49
2023-2024,2023-10-22,MTK Budapest,Puskás Akadémia FC,0.0,5.0,A,3.74,3.59,1.92
2023-2024,2023-10-21,Újpest FC,Kecskeméti TE,5.0,3.0,H,2.06,3.46,3.47
2023-2024,2023-10-21,Zalaegerszegi TE FC,Paksi FC,2.0,5.0,A,2.69,3.47,2.46
2023-2024,2023-10-21,Kisvárda FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.83,3.55,4.14
2023-2024,2023-10-08,Ferencvárosi TC,Debreceni VSC,2.0,2.0,D,1.35,5.12,7.96
2023-2024,2023-10-08,Fehérvár FC,MTK Budapest,3.0,0.0,H,2.3,3.47,2.88
2023-2024,2023-10-07,Kecskeméti TE,Paksi FC,1.0,1.0,D,2.24,3.51,2.96
2023-2024,2023-10-07,Újpest FC,Diósgyőri VTK,2.0,0.0,H,2.16,3.5,3.13
2023-2024,2023-10-06,Puskás Akadémia FC,Kisvárda FC,1.0,0.0,H,1.68,3.7,4.91
2023-2024,2023-10-01,Diósgyőri VTK,Kecskeméti TE,3.0,1.0,H,2.07,3.43,3.48
2023-2024,2023-10-01,Fehérvár FC,Kisvárda FC,3.0,1.0,H,2.54,3.43,2.63
2023-2024,2023-09-30,Debreceni VSC,Újpest FC,1.0,2.0,A,2.02,3.42,3.57
2023-2024,2023-09-30,MTK Budapest,Ferencvárosi TC,1.0,6.0,A,5.95,4.15,1.52
2023-2024,2023-09-29,Zalaegerszegi TE FC,Puskás Akadémia FC,1.0,1.0,D,3.41,3.69,1.97
2023-2024,2023-09-27,Ferencvárosi TC,Kecskeméti TE,1.0,0.0,H,1.33,4.96,8.43
2023-2024,2023-09-27,Paksi FC,Debreceni VSC,2.0,0.0,H,2.15,3.65,3.06
2023-2024,2023-09-24,Ferencvárosi TC,Kisvárda FC,1.0,0.0,H,1.19,6.68,12.55
2023-2024,2023-09-24,Fehérvár FC,Zalaegerszegi TE FC,3.0,3.0,D,2.06,3.57,3.34
2023-2024,2023-09-23,Újpest FC,MTK Budapest,0.0,2.0,A,2.29,3.42,2.99
2023-2024,2023-09-23,Diósgyőri VTK,Debreceni VSC,3.0,1.0,H,2.32,3.36,2.95
2023-2024,2023-09-23,Puskás Akadémia FC,Paksi FC,0.0,2.0,A,1.94,3.71,3.53
2023-2024,2023-09-22,Kecskeméti TE,Mezőkövesd Zsóry FC,0.0,2.0,A,1.59,3.87,5.42
2023-2024,2023-09-03,Debreceni VSC,Kecskeméti TE,2.0,0.0,H,2.29,3.43,2.99
2023-2024,2023-09-03,Zalaegerszegi TE FC,Ferencvárosi TC,2.0,6.0,A,5.7,4.1,1.54
2023-2024,2023-09-03,Mezőkövesd Zsóry FC,Puskás Akadémia FC,1.0,3.0,A,3.97,3.65,1.85
2023-2024,2023-09-02,Paksi FC,Fehérvár FC,2.0,0.0,H,2.18,3.55,3.08
2023-2024,2023-09-02,MTK Budapest,Diósgyőri VTK,2.0,1.0,H,2.39,3.46,2.78
2023-2024,2023-09-01,Újpest FC,Kisvárda FC,3.0,2.0,H,2.13,3.41,3.34
2023-2024,2023-08-27,Fehérvár FC,Mezőkövesd Zsóry FC,2.0,0.0,H,1.77,3.73,4.23
2023-2024,2023-08-27,Ferencvárosi TC,Paksi FC,6.0,1.0,H,1.41,4.79,6.59
2023-2024,2023-08-27,Debreceni VSC,MTK Budapest,1.0,3.0,A,2.06,3.53,3.41
2023-2024,2023-08-26,Újpest FC,Zalaegerszegi TE FC,2.0,1.0,H,2.21,3.35,3.13
2023-2024,2023-08-26,Diósgyőri VTK,Kisvárda FC,2.0,0.0,H,1.84,3.61,4.06
2023-2024,2023-08-26,Kecskeméti TE,Puskás Akadémia FC,4.0,1.0,H,2.3,3.39,2.96
2023-2024,2023-08-21,Debreceni VSC,Kisvárda FC,4.0,1.0,H,2.47,3.33,2.76
2023-2024,2023-08-19,Paksi FC,Újpest FC,3.0,0.0,H,1.94,3.63,3.64
2023-2024,2023-08-19,MTK Budapest,Kecskeméti TE,1.0,0.0,H,2.46,3.39,2.72
2023-2024,2023-08-18,Zalaegerszegi TE FC,Diósgyőri VTK,1.0,3.0,A,2.23,3.38,3.11
2023-2024,2023-08-18,Puskás Akadémia FC,Fehérvár FC,2.0,2.0,D,1.8,3.65,4.18
2023-2024,2023-08-13,Kecskeméti TE,Fehérvár FC,1.0,0.0,H,2.13,3.4,3.31
2023-2024,2023-08-13,Ferencvárosi TC,Puskás Akadémia FC,1.0,2.0,A,1.52,4.11,5.89
2023-2024,2023-08-13,Debreceni VSC,Zalaegerszegi TE FC,1.0,0.0,H,2.06,3.37,3.54
2023-2024,2023-08-12,Diósgyőri VTK,Paksi FC,1.0,1.0,D,2.29,3.53,2.86
2023-2024,2023-08-12,Újpest FC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.62,3.7,5.44
2023-2024,2023-08-11,MTK Budapest,Kisvárda FC,0.0,0.0,D,2.03,3.42,3.59
2023-2024,2023-08-06,Zalaegerszegi TE FC,MTK Budapest,2.0,1.0,H,2.22,3.46,3.04
2023-2024,2023-08-06,Fehérvár FC,Ferencvárosi TC,3.0,5.0,A,4.46,3.78,1.74
2023-2024,2023-08-05,Mezőkövesd Zsóry FC,Diósgyőri VTK,2.0,4.0,A,2.21,3.43,3.08
2023-2024,2023-08-04,Puskás Akadémia FC,Újpest FC,3.0,3.0,D,2.15,3.42,3.2
2023-2024,2023-07-31,Debreceni VSC,Mezőkövesd Zsóry FC,3.0,1.0,H,1.9,3.66,3.76
2023-2024,2023-07-30,Zalaegerszegi TE FC,Kisvárda FC,0.0,2.0,A,2.63,3.36,2.56
2023-2024,2023-07-29,Újpest FC,Fehérvár FC,2.0,1.0,H,2.25,3.33,3.13
2023-2024,2023-07-29,Diósgyőri VTK,Puskás Akadémia FC,0.0,1.0,A,2.64,3.44,2.55
2023-2024,2023-07-28,MTK Budapest,Paksi FC,1.0,1.0,D,2.47,3.87,2.48
2022-2023,2023-05-28,Mezőkövesd Zsóry FC,Ferencvárosi TC,1.0,0.0,H,4.25,4.02,1.71
2022-2023,2023-05-27,Debreceni VSC,Újpest FC,2.0,0.0,H,1.67,3.98,4.58
2022-2023,2023-05-27,Puskás Akadémia FC,Budapest Honvéd FC,2.0,1.0,H,1.78,3.73,4.17
2022-2023,2023-05-27,Vasas FC,Fehérvár FC,0.0,0.0,D,5.76,4.6,1.47
2022-2023,2023-05-26,Zalaegerszegi TE FC,Paksi FC,1.0,1.0,D,2.85,3.77,2.23
2022-2023,2023-05-26,Kecskeméti TE,Kisvárda FC,1.0,0.0,H,1.95,3.42,3.85
2022-2023,2023-05-21,Újpest FC,Kecskeméti TE,3.0,0.0,H,2.71,3.35,2.52
2022-2023,2023-05-21,Budapest Honvéd FC,Mezőkövesd Zsóry FC,2.0,3.0,A,2.11,3.14,3.7
2022-2023,2023-05-20,Ferencvárosi TC,Debreceni VSC,1.0,3.0,A,1.57,4.09,5.43
2022-2023,2023-05-20,Fehérvár FC,Zalaegerszegi TE FC,3.0,0.0,H,1.77,3.71,4.47
2022-2023,2023-05-19,Kisvárda FC,Vasas FC,2.0,1.0,H,1.72,3.79,4.56
2022-2023,2023-05-19,Paksi FC,Puskás Akadémia FC,0.0,2.0,A,2.17,3.48,3.19
2022-2023,2023-05-14,Puskás Akadémia FC,Fehérvár FC,2.0,1.0,H,2.38,3.37,2.83
2022-2023,2023-05-14,Kisvárda FC,Újpest FC,2.0,0.0,H,2.34,3.28,3.01
2022-2023,2023-05-14,Mezőkövesd Zsóry FC,Paksi FC,6.0,1.0,H,3.57,3.63,1.95
2022-2023,2023-05-13,Kecskeméti TE,Ferencvárosi TC,2.0,0.0,H,3.92,3.59,1.87
2022-2023,2023-05-13,Debreceni VSC,Budapest Honvéd FC,0.0,0.0,D,2.06,3.39,3.46
2022-2023,2023-05-13,Vasas FC,Zalaegerszegi TE FC,1.0,1.0,D,2.72,3.32,2.53
2022-2023,2023-05-07,Fehérvár FC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.82,3.54,4.22
2022-2023,2023-05-07,Zalaegerszegi TE FC,Puskás Akadémia FC,2.0,1.0,H,2.83,3.34,2.39
2022-2023,2023-05-06,Ferencvárosi TC,Kisvárda FC,3.0,0.0,H,1.41,4.73,6.83
2022-2023,2023-05-06,Paksi FC,Debreceni VSC,0.0,0.0,D,1.99,3.7,3.41
2022-2023,2023-05-06,Újpest FC,Vasas FC,1.0,1.0,D,1.86,3.59,3.99
2022-2023,2023-05-05,Budapest Honvéd FC,Kecskeméti TE,1.0,0.0,H,2.42,3.39,2.79
2022-2023,2023-05-01,Újpest FC,Ferencvárosi TC,2.0,3.0,A,5.11,4.01,1.6
2022-2023,2023-04-30,Debreceni VSC,Fehérvár FC,2.0,0.0,H,2.15,3.51,3.12
2022-2023,2023-04-29,Vasas FC,Puskás Akadémia FC,2.0,2.0,D,3.58,3.4,2.03
2022-2023,2023-04-29,Kisvárda FC,Budapest Honvéd FC,2.0,2.0,D,2.03,3.35,3.61
2022-2023,2023-04-29,Mezőkövesd Zsóry FC,Zalaegerszegi TE FC,1.0,2.0,A,2.55,3.19,2.78
2022-2023,2023-04-28,Kecskeméti TE,Paksi FC,2.0,3.0,A,2.14,3.46,3.24
2022-2023,2023-04-23,Zalaegerszegi TE FC,Debreceni VSC,0.0,2.0,A,2.16,3.34,3.28
2022-2023,2023-04-23,Puskás Akadémia FC,Mezőkövesd Zsóry FC,2.0,1.0,H,1.67,3.76,5.07
2022-2023,2023-04-23,Paksi FC,Kisvárda FC,2.0,0.0,H,2.08,3.55,3.31
2022-2023,2023-04-22,Vasas FC,Ferencvárosi TC,0.0,1.0,A,6.44,4.55,1.45
2022-2023,2023-04-22,Fehérvár FC,Kecskeméti TE,1.0,2.0,A,2.68,3.38,2.53
2022-2023,2023-04-21,Budapest Honvéd FC,Újpest FC,0.0,1.0,A,2.18,3.37,3.23
2022-2023,2023-04-16,Újpest FC,Paksi FC,3.0,2.0,H,2.49,3.52,2.64
2022-2023,2023-04-16,Kisvárda FC,Fehérvár FC,0.0,0.0,D,2.12,3.39,3.36
2022-2023,2023-04-15,Ferencvárosi TC,Budapest Honvéd FC,3.0,0.0,H,1.4,4.74,7.51
2022-2023,2023-04-15,Mezőkövesd Zsóry FC,Vasas FC,1.0,4.0,A,2.11,3.3,3.46
2022-2023,2023-04-15,Kecskeméti TE,Zalaegerszegi TE FC,3.0,0.0,H,2.13,3.41,3.3
2022-2023,2023-04-14,Debreceni VSC,Puskás Akadémia FC,0.0,1.0,A,2.81,3.34,2.45
2022-2023,2023-04-09,Zalaegerszegi TE FC,Kisvárda FC,0.0,0.0,D,2.4,3.33,2.93
2022-2023,2023-04-09,Vasas FC,Budapest Honvéd FC,0.0,1.0,A,2.7,3.3,2.56
2022-2023,2023-04-08,Paksi FC,Ferencvárosi TC,3.0,2.0,H,4.83,4.2,1.62
2022-2023,2023-04-08,Fehérvár FC,Újpest FC,0.0,0.0,D,2.11,3.5,3.24
2022-2023,2023-04-08,Puskás Akadémia FC,Kecskeméti TE,0.0,3.0,A,2.02,3.45,3.65
2022-2023,2023-04-07,Mezőkövesd Zsóry FC,Debreceni VSC,0.0,1.0,A,2.43,3.4,2.81
2022-2023,2023-04-02,Debreceni VSC,Vasas FC,3.0,1.0,H,1.96,3.4,3.78
2022-2023,2023-04-02,Ferencvárosi TC,Fehérvár FC,2.0,2.0,D,1.38,4.84,7.15
2022-2023,2023-04-02,Kecskeméti TE,Mezőkövesd Zsóry FC,0.0,1.0,A,2.06,3.34,3.53
2022-2023,2023-04-01,Budapest Honvéd FC,Paksi FC,1.0,2.0,A,2.25,3.63,2.88
2022-2023,2023-04-01,Újpest FC,Zalaegerszegi TE FC,3.0,2.0,H,2.13,3.34,3.37
2022-2023,2023-04-01,Kisvárda FC,Puskás Akadémia FC,2.0,2.0,D,2.67,3.26,2.6
2022-2023,2023-03-19,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,0.0,H,5.47,4.2,1.54
2022-2023,2023-03-19,Puskás Akadémia FC,Újpest FC,5.0,1.0,H,1.96,3.43,3.72
2022-2023,2023-03-19,Vasas FC,Paksi FC,2.0,3.0,A,2.62,3.49,2.48
2022-2023,2023-03-18,Fehérvár FC,Budapest Honvéd FC,2.0,0.0,H,2.11,3.34,3.34
2022-2023,2023-03-18,Debreceni VSC,Kecskeméti TE,1.0,2.0,A,2.26,3.32,3.03
2022-2023,2023-03-18,Mezőkövesd Zsóry FC,Kisvárda FC,1.0,1.0,D,2.89,3.26,2.38
2022-2023,2023-03-12,Ferencvárosi TC,Puskás Akadémia FC,1.0,2.0,A,1.54,3.98,6.02
2022-2023,2023-03-12,Újpest FC,Mezőkövesd Zsóry FC,1.0,0.0,H,2.04,3.24,3.68
2022-2023,2023-03-12,Kecskeméti TE,Vasas FC,2.0,0.0,H,2.06,3.28,3.59
2022-2023,2023-03-11,Budapest Honvéd FC,Zalaegerszegi TE FC,1.0,0.0,H,2.35,3.33,2.9
2022-2023,2023-03-11,Paksi FC,Fehérvár FC,2.0,1.0,H,2.05,3.48,3.42
2022-2023,2023-03-11,Kisvárda FC,Debreceni VSC,0.0,1.0,A,1.92,3.51,3.82
2022-2023,2023-03-05,Újpest FC,Debreceni VSC,1.0,1.0,D,2.06,3.42,3.38
2022-2023,2023-03-05,Budapest Honvéd FC,Puskás Akadémia FC,3.0,1.0,H,2.82,3.19,2.48
2022-2023,2023-03-04,Fehérvár FC,Vasas FC,2.0,1.0,H,1.97,3.31,3.81
2022-2023,2023-03-04,Paksi FC,Zalaegerszegi TE FC,3.0,1.0,H,2.46,3.42,2.67
2022-2023,2023-03-04,Kisvárda FC,Kecskeméti TE,0.0,1.0,A,1.83,3.54,4.17
2022-2023,2023-03-03,Ferencvárosi TC,Mezőkövesd Zsóry FC,1.0,1.0,D,1.26,5.68,9.95
2022-2023,2023-02-26,Debreceni VSC,Ferencvárosi TC,0.0,2.0,A,5.37,4.28,1.53
2022-2023,2023-02-26,Kecskeméti TE,Újpest FC,2.0,2.0,D,2.67,3.17,2.63
2022-2023,2023-02-25,Vasas FC,Kisvárda FC,2.0,2.0,D,3.07,3.14,2.37
2022-2023,2023-02-25,Puskás Akadémia FC,Paksi FC,1.0,4.0,A,1.83,3.54,4.16
2022-2023,2023-02-25,Zalaegerszegi TE FC,Fehérvár FC,2.0,1.0,H,2.25,3.32,3.16
2022-2023,2023-02-24,Mezőkövesd Zsóry FC,Budapest Honvéd FC,0.0,0.0,D,2.36,3.37,2.93
2022-2023,2023-02-19,Budapest Honvéd FC,Debreceni VSC,2.0,3.0,A,2.38,3.25,2.98
2022-2023,2023-02-19,Zalaegerszegi TE FC,Vasas FC,0.0,0.0,D,1.95,3.42,3.9
2022-2023,2023-02-18,Fehérvár FC,Puskás Akadémia FC,1.0,1.0,D,2.75,3.21,2.58
2022-2023,2023-02-18,Ferencvárosi TC,Kecskeméti TE,1.0,1.0,D,1.29,5.31,9.97
2022-2023,2023-02-18,Paksi FC,Mezőkövesd Zsóry FC,0.0,2.0,A,2.12,3.6,3.19
2022-2023,2023-02-17,Kisvárda FC,Újpest FC,2.0,1.0,H,2.07,3.22,3.72
2022-2023,2023-02-12,Vasas FC,Újpest FC,0.0,1.0,A,2.77,3.07,2.64
2022-2023,2023-02-12,Puskás Akadémia FC,Zalaegerszegi TE FC,1.0,0.0,H,1.87,3.58,3.97
2022-2023,2023-02-11,Debreceni VSC,Paksi FC,2.0,1.0,H,2.04,3.6,3.37
2022-2023,2023-02-11,Kisvárda FC,Ferencvárosi TC,0.0,0.0,D,3.81,3.76,1.85
2022-2023,2023-02-11,Kecskeméti TE,Budapest Honvéd FC,2.0,2.0,D,2.34,3.37,2.95
2022-2023,2023-02-10,Mezőkövesd Zsóry FC,Fehérvár FC,2.0,1.0,H,2.65,3.29,2.6
2022-2023,2023-02-05,Ferencvárosi TC,Újpest FC,3.0,1.0,H,1.34,5.02,7.83
2022-2023,2023-02-05,Zalaegerszegi TE FC,Mezőkövesd Zsóry FC,0.0,0.0,D,1.99,3.48,3.55
2022-2023,2023-02-04,Fehérvár FC,Debreceni VSC,1.0,1.0,D,1.99,3.58,3.43
2022-2023,2023-02-04,Budapest Honvéd FC,Kisvárda FC,1.0,1.0,D,3.11,3.29,2.22
2022-2023,2023-02-04,Paksi FC,Kecskeméti TE,0.0,0.0,D,2.01,3.39,3.56
2022-2023,2023-02-03,Puskás Akadémia FC,Vasas FC,1.0,1.0,D,1.64,3.67,5.27
2022-2023,2023-02-01,Paksi FC,Ferencvárosi TC,1.0,3.0,A,5.55,4.54,1.48
2022-2023,2023-01-29,Kecskeméti TE,Fehérvár FC,2.0,1.0,H,2.99,3.41,2.26
2022-2023,2023-01-29,Újpest FC,Budapest Honvéd FC,2.0,1.0,H,1.86,3.65,3.98
2022-2023,2023-01-29,Mezőkövesd Zsóry FC,Puskás Akadémia FC,1.0,0.0,H,3.63,3.53,1.98
2022-2023,2023-01-28,Ferencvárosi TC,Vasas FC,0.0,0.0,D,1.27,5.77,9.79
2022-2023,2023-01-28,Debreceni VSC,Zalaegerszegi TE FC,3.0,0.0,H,2.51,3.47,2.62
2022-2023,2023-01-28,Kisvárda FC,Paksi FC,2.0,2.0,D,1.88,3.74,3.75
2022-2023,2023-01-24,Zalaegerszegi TE FC,Ferencvárosi TC,1.0,2.0,A,4.69,3.87,1.68
2022-2023,2022-11-13,Vasas FC,Mezőkövesd Zsóry FC,1.0,0.0,H,2.26,3.2,3.15
2022-2023,2022-11-13,Budapest Honvéd FC,Ferencvárosi TC,0.0,2.0,A,5.7,4.42,1.48
2022-2023,2022-11-13,Fehérvár FC,Kisvárda FC,4.0,1.0,H,2.51,3.38,2.65
2022-2023,2022-11-12,Zalaegerszegi TE FC,Kecskeméti TE,0.0,0.0,D,1.9,3.57,3.74
2022-2023,2022-11-12,Paksi FC,Újpest FC,3.0,1.0,H,2.38,3.46,2.73
2022-2023,2022-11-12,Puskás Akadémia FC,Debreceni VSC,2.0,1.0,H,1.62,4.1,4.78
2022-2023,2022-11-10,Budapest Honvéd FC,Vasas FC,2.0,0.0,H,2.28,3.13,3.2
2022-2023,2022-11-09,Újpest FC,Fehérvár FC,2.0,1.0,H,2.39,3.33,2.82
2022-2023,2022-11-09,Ferencvárosi TC,Paksi FC,3.0,2.0,H,1.31,5.64,7.74
2022-2023,2022-11-09,Debreceni VSC,Mezőkövesd Zsóry FC,1.0,0.0,H,2.2,3.45,3.04
2022-2023,2022-11-08,Kecskeméti TE,Puskás Akadémia FC,1.0,1.0,D,3.48,3.51,1.99
2022-2023,2022-11-08,Kisvárda FC,Zalaegerszegi TE FC,0.0,3.0,A,1.93,3.48,3.75
2022-2023,2022-11-06,Fehérvár FC,Ferencvárosi TC,2.0,2.0,D,4.05,3.67,1.81
2022-2023,2022-11-06,Paksi FC,Budapest Honvéd FC,5.0,0.0,H,1.94,3.65,3.54
2022-2023,2022-11-06,Vasas FC,Debreceni VSC,0.0,3.0,A,2.3,3.28,3.01
2022-2023,2022-11-05,Zalaegerszegi TE FC,Újpest FC,1.0,0.0,H,2.25,3.46,2.93
2022-2023,2022-11-05,Puskás Akadémia FC,Kisvárda FC,0.0,1.0,A,1.83,3.58,4.12
2022-2023,2022-11-05,Mezőkövesd Zsóry FC,Kecskeméti TE,2.0,1.0,H,2.21,3.36,3.09
2022-2023,2022-10-30,Ferencvárosi TC,Zalaegerszegi TE FC,2.0,1.0,H,1.32,5.42,7.86
2022-2023,2022-10-30,Újpest FC,Puskás Akadémia FC,3.0,3.0,D,2.9,3.2,2.41
2022-2023,2022-10-29,Paksi FC,Vasas FC,0.0,1.0,A,2.04,3.52,3.36
2022-2023,2022-10-29,Kecskeméti TE,Debreceni VSC,2.0,2.0,D,2.14,3.39,3.23
2022-2023,2022-10-29,Budapest Honvéd FC,Fehérvár FC,0.0,1.0,A,2.89,3.37,2.33
2022-2023,2022-10-24,Debreceni VSC,Kisvárda FC,2.0,3.0,A,3.31,3.43,2.08
2022-2023,2022-10-24,Mezőkövesd Zsóry FC,Újpest FC,1.0,0.0,H,2.5,3.34,2.67
2022-2023,2022-10-22,Puskás Akadémia FC,Ferencvárosi TC,2.0,4.0,A,3.05,3.24,2.3
2022-2023,2022-10-22,Fehérvár FC,Paksi FC,1.0,1.0,D,1.88,3.77,3.6
2022-2023,2022-10-22,Zalaegerszegi TE FC,Budapest Honvéd FC,0.0,2.0,A,1.9,3.72,3.56
2022-2023,2022-10-21,Vasas FC,Kecskeméti TE,1.0,2.0,A,2.16,3.35,3.22
2022-2023,2022-10-16,Mezőkövesd Zsóry FC,Ferencvárosi TC,2.0,1.0,H,4.66,4.39,1.58
2022-2023,2022-10-16,Debreceni VSC,Újpest FC,4.0,1.0,H,2.93,3.2,2.38
2022-2023,2022-10-15,Vasas FC,Fehérvár FC,2.0,0.0,H,3.06,3.38,2.2
2022-2023,2022-10-15,Puskás Akadémia FC,Budapest Honvéd FC,1.0,0.0,H,1.6,3.78,5.41
2022-2023,2022-10-15,Zalaegerszegi TE FC,Paksi FC,3.0,0.0,H,2.04,3.67,3.19
2022-2023,2022-10-14,Kecskeméti TE,Kisvárda FC,3.0,3.0,D,2.97,3.22,2.32
2022-2023,2022-10-10,Fehérvár FC,Újpest FC,0.0,1.0,A,1.97,3.55,3.49
2022-2023,2022-10-09,Ferencvárosi TC,Debreceni VSC,2.0,0.0,H,1.3,5.43,8.42
